Jag2	NM_010588	1.737605667	0	0	0	0	0	0	0.072381141	0	0	0	0	0	1.852821239	0.088012826	0	0	0	0	0.407923105	1.403716481	0	1.307257107	0.041273443	0	0	0	0	0	2.058590341	0.266884694	0	0	0	0.3466263	0	0	2.596057166	0	0	0	0	0	0	0	0	0	0	0.747062655	0	0	0	0.097135936	0	0	0.213173393	6.599278595	7.305511424	0.051144345	0	0.071236496	0	2.193006063	1.118546704	0	0.103221206	0	4.914917079	0	0	0.934854382	0.876330181	2.763267381	0.021321596	0.185798207	0	0	0.015583246	3.071460719	0	0	0.085502103	0	0	0.198474555	0	0.425793059	0.370658731	1.638139347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.919551164	3.220648652	3.412585026	2.369570527	5.10637391	3.029832255	9.611765392	0.860820395	3.040963781	1.716004961	6.408705687	6.662172549	3.728752246	10.02459747	10.33524672	4.6114532	12.20128711	0	0	0	0	0.506755022	0	0.037278603	0	7.307682641	0	0	0	0	0	0	0	0	0	0	4.401484791	0	0	1.569064374	0	0	0	0	0	0	0	0	0	0	0	0.109254825	0	0	0	0	0	0	0	0.098780529	1.372219281	4.573301747	1.825183847	1.016603135	0.302894691	1.114074418	1.549370126	2.977330423	0.725932877	0	0.429363269	3.82128068	0	0.151450609	0.139912332	0.10473176	0	0	3.899790229	0	4.257546039	0	0	0	0	0.810533727	0	0	0	0	0	0	0	0	0	0	0.051467312	2.598035698	4.327768627	3.33719654	5.815270901	4.201803086	3.50886374	0.891533863	0.094777439	0.979005028	5.905569874	0.59414386	3.842757512	3.785147277	3.469239114	0	0.019490136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.202024766	0	0	0	0	0	0	0	0	0	0	0	0	0.073947723	0	0	0	0	0	0	0.018611723	0	0	0	0	0	0	0	0	0.027230112	0	0	7.058168389	0	0	0.021866546	3.839522093	6.191651458	6.232790805	5.445365298	0	0	0	0	0	0	0	0	0.680952889	0	5.067682913	0	1.223420577	1.147246057	7.947358613	0	0	0	0	0	0	0.039119303	6.183611497	0	0	0	1.406402836	0	0	0	0	0	0	0	0	0	0
Lfng	NM_008494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.274398992	0	0	0	2.284285574	0	0	0.588735372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142848696	0	0	0	0	0.167832463	0	0.391153616	0	0.02229649	0.026985326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050284096	0	0	0	0	0	0	0	0	0	0	0.009776292	0.980022124	0	0	0	0	0	0	0	0.050385123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57396954	0	0	0.197750658	0	0	0	0	4.854481563	0	0	0	0	0	0	0	9.560924503	0	10.18604115	0.017187218	0	0	0.614454909	0	0.029817633	0
Rfng	NM_009053	12.95093292	28.40304627	21.37550253	23.08456391	60.86264774	67.66983169	63.41685289	67.10962353	24.31514463	6.172062806	25.5604149	53.44469964	34.7741737	39.79558952	0.198404264	0.076080437	52.09996321	0	27.79198087	46.19756382	16.09417589	44.96274207	46.3742666	0.093040371	3.47412668	54.54642079	19.78325579	30.51133896	24.54077814	39.28198107	48.06637594	19.60458301	0	60.87247273	60.18728609	33.68517533	17.36327102	34.85655483	1.504997661	28.51422314	23.23193443	31.50460464	18.04137721	51.20817532	0.047228361	0	43.45687071	80.01233579	7.073010559	3.786105925	2.959597182	110.7275768	70.44321925	70.01334559	51.87456885	75.00016796	14.59090601	61.58783761	54.44835577	93.54996094	92.66552342	70.92246017	32.44947704	106.3424551	24.69404654	96.36914032	37.4231063	16.30050391	59.84286615	69.0352256	47.07565338	54.32455925	20.88904842	22.39749856	38.02086065	12.65691039	116.577361	1.264606256	45.59334458	12.35709075	38.22819782	27.43340333	54.64825524	33.30731825	50.30078429	50.49446798	0.055378922	9.991873329	62.91133145	94.65882503	28.07749496	47.01567241	0.069294423	0	0.969027849	27.07639917	0.524751936	1.036196372	0	2.077510287	0	0	0	76.06379216	0	6.416234927	6.226536088	12.82179909	2.77185426	6.240936154	3.846501169	6.212471375	10.32139598	15.08546351	6.536772691	3.557187814	4.320261852	8.990542534	9.024678309	9.206398443	10.90152752	62.51829542	0.19633552	1.385901724	0.198836841	22.8752436	14.27077989	64.27887156	18.48178281	0.059196264	12.53302908	50.72218397	15.25398678	0.121705784	16.10612721	0.050230608	3.128757696	0	0	0.495292705	0	0	2.520175619	0	0.057820024	0.584668574	21.20438482	3.972385278	43.16789192	0	0.061472458	0	0	28.83278802	44.01398884	7.384639954	19.27738591	0.530211842	0	1.073015307	0.116654947	15.28542883	5.970384984	0	51.50236415	26.38052053	45.58002408	52.74476161	6.397966022	38.21300808	13.17981139	12.11114971	139.1243542	87.32964523	5.629640957	5.168666554	0.11734937	0.306427867	5.776347479	19.90142067	1.157819479	28.34758757	59.01884313	55.20874928	29.14949851	16.22865965	29.81989269	0.630289834	1.942212133	5.038987177	8.960511355	0.237285165	0.067777385	0	61.71765942	0	0.194812681	0	0	11.64988895	15.7341991	12.23311003	7.612935137	8.33047935	63.45477891	19.09156028	7.691790893	4.202289254	19.54015456	42.81799768	6.018830202	16.14499814	19.79240878	4.397921833	7.610106047	24.90676381	81.71131681	34.47467889	3.585470599	0	71.04442658	0.741052291	61.9671443	0.161282894	1.483926892	39.44690637	26.25009731	34.59504517	0.122933501	2.955668214	0	0	56.02988489	3.658033117	32.95099614	51.20391652	0	10.12314904	9.943984769	0.394291928	1.633795218	1.899131173	0	0	22.59426048	0	2.219214892	27.17941019	33.73549033	0.975502944	0	0	9.425206105	0.817486913	0	0	0	0	0	0	0.082753988	57.8513682	0	0	0.056914815	0	0.691761509	25.08710372	20.4926708	0.544835983	0	15.10604457	0.067347096	5.234137366	44.18057124	12.05625806	12.39595668	11.69222564	14.23992594	8.518984876	30.83815777	6.172989213	17.6409967	30.79021939	0.246105758	0.995397506	99.42519004	0	51.80581274	61.73199335	85.6389531	43.40591859	72.24900898	36.76628865	86.35464783	49.24460497	50.84856072	45.66669817	41.36615978	84.362447	107.8504668	74.87482482	49.01622637	89.73774782	65.33782287	108.3378497	43.43438144	41.92471326	0.793703152	26.01190622	9.441913985	0	16.92446552	22.68619586	41.76695427	11.25567433	39.69554033
Dlk2	NM_207666	1.383766381	0	0	16.13606594	0.136789183	0	7.914268157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.028387698	0	0.125973122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.94564878	6.299843126	0	0	2.751865574	0.312811678	0	0.467405811	0	0	0	1.913789506	0	30.09271629	0	14.28791607	0	0	0	0	0	0	0.068703739	0.039104944	0	0	0	0	0	0	0	0.385092102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072242429	0	0	0	0	0	0	0	0	0	0.063453152	0	0	0	0	0	0	0	3.716147729	0	0	0	0	0	0	0	0.07526614	0.016955138	0.023781444	0	0	0	0	0.018398144	0.131547572	0	0.080276896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058874907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081525657	0	0	0	0	0	0	0.157325163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046670615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148091562	0	0	0	0.234932619	4.146609604	8.290316691	2.06489656	0	16.4215354	2.459311277	0	0	0	0	14.25818018	0	0	0	0	6.710972512	0	0	0	26.54145499	0.056214112	0	0.382017636	0	0	0	0	9.94127878	0
Jag1	NM_013822	4.710133205	0	0	0	4.190488742	0.223369613	1.647197643	0.017784555	1.14779917	1.582835087	0	0	0	0	0	0	0	4.665761674	0	0	0	0	2.409016766	0	0.075734367	0	0	0.270797758	0	0.263900903	0	7.017576092	0	0	0	0.023155119	0	0	0	0	0	4.521676293	0	0	0	0	0	8.877756336	0	0	1.093331836	0.272678524	10.59693812	8.384114836	2.560433678	0.019641822	8.067895693	0.219797781	6.088480347	11.27026965	9.311758665	0	5.036052933	7.963961159	0	3.214655338	0	0	0.078669673	0	0.844148466	0.843338446	0	6.129472201	3.986934414	2.081621474	4.800281391	0	0	2.566063881	0	0	2.116959426	0.20412139	0	0	0	0.157627115	1.443758252	0.494003004	0.018758426	0	1.337547149	0	0	0	0.157605734	0.302954904	2.150031289	0	4.930803102	0	0	0	0	35.1216478	35.14013213	29.71566985	24.2544341	27.54389404	40.85005287	16.76715329	20.14041211	35.56354385	25.37426359	40.26263613	59.54720747	55.23097731	50.60295408	43.92460667	47.88083763	0	0	0	0	0	0.011319389	0	0	0	0	0	0	0	0	0.033308102	0	0	0	0	0	0	0	0	0	0	3.854494631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851321247	8.418014789	4.23277349	13.75590943	15.16875841	11.11702191	2.487228053	8.983098658	4.785830518	5.853388988	10.00707114	0	0	0	0	0	0.687548794	0	0	0	0	2.833470925	0	1.938759987	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164658554	0	0	1.651340324	13.11956001	16.80850362	13.35475352	24.84076448	10.60041021	12.99441298	12.79280221	8.798859683	19.56203219	23.70649904	21.0389502	11.50762185	0	0.014366589	0.016602297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053023392	0	1.284618783	0	0.037920631	0.047024421	0.065723959	22.12238643	0.198989791	0	0	0	0	0.042277204	0	0.403734955	0	0	0	0.180846673	0.27254209	0	0.279968111	0	0	0	0	0	0	0	0.028448719	0	0.443079043	0	0	0	0	0	0	0	0	0	0	57.60810533	76.03789562	79.52550299	65.11309737	0	0.146092954	0	0.05356063	0.040188761	0	0.617609692	0	0	0	0.433635146	0	1.805842716	0	0	0	0	0	0	0.086507263	2.145916801	0	0	0	0	0	0	0.192671286	2.226254853	0.065792242	0.007146478	1.204379987	0.012379592	5.796151143	0	0	22.84254338
Notch3	NM_008716	0	0.618661708	0	0	0	0	0	0	0.016527446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165879397	0	0	0	0	0.149332794	0	0.012659667	0	0.01125663	1.016202823	0	0	0	0	0	0	0	0	0	0.011907043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094419897	0	0	0	0	0	0	0	0	0.009621938	0.01164533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015001314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.708494925	0	0	0	0	0	0	0	0	0	0	0	0	0.008383401	0	0.01986642	0	0	0.01233904	0	0	0.067155956	0.009601418	0.029820249	0	0	0	0	0	0	0	0	0	0.015299963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227612344	0	0	0	0	0	0	0	0.019748253	0	0	0	0	0	0	0.057715576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013549505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010915045	0	0.077185663	0	0	0	0	0.071421824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083518515	0	0.076056664	0.033059161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.540855989	0	0	0	0.007766301	0	0
Dlk1	NR_033813|NM_001190703|NM_001190705|NM_010052|NM_001190704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049517083	0	0	0	0	0	0	0.042622005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024359528	0	0	0	0	0	0	0.018679384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021318772	0	0	0	0	0	0	0	0	0	0	0	0	0.073609534	0	0	0	0.049681485	0	0.25348098	0	0	0.012970238	0.078489055	0	0	0	0.076340866	0	0	0	0	0.283116214	0	0	0	0	0	0	0	0	0	0	0.073852324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018844141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023888335	0	0	0	0	0	0.020785436	0	0	0	0	0	0	0	0	0	0	0	0.72967281	0	0	0	0	0.006926381	0	0	0	0	0.027403731	0	0	0	0	0	0	0	0	0	0.260053705	0	0.03359599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059944539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031282345	0	0	0.022581013	0	1.190321435	0	0	0	0	0.043219726	0	0.056225005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01675585	3.783537508	0	1.261318524	0	7.311019392	10.80042734	0.01566192	5.681829277	0
Notch1	NM_008714	0	0	2.437684837	1.610108574	0	0.228435326	0	0.627086439	0	3.293766688	0	0	0.106370388	1.643353889	0	0	0	0	0	0	0	0	0	10.09429361	0.043777161	0	4.293076025	0	4.376804922	0	1.457617303	8.924100601	0	0	0	0	0.401138606	0	0	0	0.009342753	0	0.410469921	0.020101524	5.007994562	0	0.863219333	1.751672747	3.724228642	0.034077165	0	0	0.165551628	14.00909273	3.457870809	0	0.091441824	1.937527624	0	0.160041237	0.515994365	0	0	0.010831659	0.010505149	2.265007542	0	0	3.456015304	2.808493974	2.569195623	0	0	0	0	3.779626067	0	0.033198728	0.417668655	5.60102798	0	0.922916951	4.894713262	0	1.257926658	0.091799417	0.576284374	10.37485979	0	3.090673882	3.49145781	1.475901177	1.454299998	0.314652086	0.094150362	0	0.71377852	0.659278889	1.244610268	0	0	0.031587892	0.090716048	0	0	0	0.98914287	0.176659344	0.476086729	0.604807443	0.44596734	0.158022008	0	1.861889651	2.995110766	3.22192246	2.854492322	1.791436292	2.234775102	2.848599515	4.59092311	1.782429181	0.012542709	0	0.012702472	1.470959509	4.010864242	7.964322799	0	0.36305111	0.008087465	0.015553866	0	9.407881699	0.593297915	0	2.739067125	0	0	1.410513983	0	0.014884082	0.015176915	10.71054568	0.779975633	0	0.947140678	1.403456989	0	1.756748997	2.843088739	0	0.389315459	0	4.390958661	0	9.068239084	0	0.034803753	0.041355538	0	4.082370869	0.835513577	0	0.261884841	0.079010588	0.036940343	1.677769562	0.013205995	0.394917716	0.031645828	2.586338072	1.896922011	1.28744091	0	1.077336996	0	0.014762782	0.661436744	0.139099714	0.044624339	0.067860104	0	0	0.217526586	0	1.216048257	0	0	0.431581197	2.003053337	0	0	0	0	0.036578603	0.087595391	0	0	0	23.33232822	0	0.020005608	3.904910246	0.108336801	1.126265524	4.754920229	0.794253201	0.842313427	0.121148982	0.113764527	0	0.562564752	3.828833497	2.658914277	2.088733908	0.691126667	1.802055129	0.019193445	3.1840255	0.820954966	0	0	0	0.116985424	0	0.537312302	0	1.622818136	0	6.339800973	6.232185188	0	7.432482959	0.315681357	6.411681722	0	10.94878046	4.824768739	4.077677735	0.145312815	0.365982925	0	0.092304955	0.056793265	0.504250413	1.185230011	0	0.850145337	0.024520571	0.577919702	8.199047772	5.60573456	2.741180085	2.036991525	0	21.47178345	1.185804885	24.78210982	0	0	0	0	0	0	0.197907408	0	0	0	0.011602269	0.009126189	6.232757206	1.439144413	0	0.032904404	23.73025702	1.899815874	3.517537834	3.549340269	2.39892666	0	0.016914082	0	0.604601807	0	1.336155147	0	0	1.343794329	0	0	0	4.338275926	0.029705436	0.126929428	2.979275248	0.335708848	0	0.010223174	4.173116199	0.354922873	0	5.104793453	2.739836391	0	0.816330093	0	11.35041386	3.28362925	0.066650266	7.148665398	0	1.465510059	1.687790274	0.019441534	1.665086494	2.001619613
Mfng	NM_008595	0	2.179495168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062524144	0.034800782	9.722702055	0	0	0	0	0	6.108920005	0.048242053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.093058295	0	0	0	0.154258624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.01243569	0.078349681	0	0	0	0.034835454	0	0	0	0.305440012	0.470492231	0	0	0	0	0	0	0	3.939062134	4.532020614	21.64706793	8.180240055	11.8429502	2.302786657	3.943800839	6.172707023	0.056222286	1.091681382	6.784447352	0	2.531994319	1.233044319	2.116922725	0.484281622	0	0	0	0	0	0	0.040960568	0.164033995	0	0	0	0.044399438	0	0	0	5.426079296	0	0	0	0	0	0	0	0	0	0	0	0	0.047742689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.098713472	0.013599244	0	0.074363029	0	0.013328027	0.01361714	0	0	1.32748593	0	0	0	0	0	0	0	0	0	0	0	0	0.061560422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125055695	0	0	0	0	0	0	0	29.43742775	0.464250862	0.234049683	0	1.281975068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.380644991	3.752560463	4.57093986	4.066453502	0	0	0	0	0	0	0	0	0	0	1.082314549	0	0	0	4.597073813	2.569096949	0	26.32934254	0	0	0	0	1.601798558	0	159.3050103	0.767934594	0	0	0	0	0	0	0	0	0	0	0
Notch2	NM_010928	0	0.086067704	0	0.059957313	0.450900876	5.695185767	0	0.092831707	0.449345657	0	0.390883059	0.966497937	2.769582658	1.862257066	0.406367842	0	0	0	0	0	0	0.995766413	1.906040379	0	0	0	0.007356254	1.537190686	0	0.921208834	0	3.236588065	0	0	0	0	0.044175284	0.018161168	0	0	0	0	0	0.036304274	0	0	0	0	1.02041674	0	2.65165236	1.043772516	1.494968956	5.006529035	0.74114672	0.563894616	0.06881171	0	0.305015259	0	0.009136367	0	0.713972343	1.643247502	0	0	0.103371349	0	0.008212791	0.307144273	0	0	0	2.075546487	0	0	0	0	0.528030057	0.439813611	0	1.403646458	0	1.385113448	0	0.010362122	0	19.93873131	2.288240703	0.318532237	0	0.166596567	3.36893865	5.304940354	16.75218918	21.35456885	3.320362782	3.232494721	3.372389936	4.375608627	0.154682189	0.114120563	5.161879446	0	0	2.122481999	0.446609278	0.171798753	0.066711285	1.34056204	0.137772177	0	0.036801228	0.294969967	1.05004189	0.392056165	3.329492591	1.281177353	1.88378726	1.717027871	0.525094813	2.924060019	4.337993972	5.276836042	4.049130845	1.093902509	0	0	1.606459712	3.964856537	0	0	0	0	3.214569677	0	0	0	0	1.197111233	0	0	0	2.824951779	0	1.800111746	0	1.449775834	0	0	0	0.023263699	1.263718486	5.810336889	2.253622259	5.597303121	0.025222262	2.214425587	0	0	0	0.164842343	2.832421622	0	0.0105575	0.011891394	2.164932396	0.693591613	0	0.079248823	0.042865357	0.002580688	0	0.243037222	0.011260355	2.881868406	0	0	1.966694863	2.906979416	1.088013606	0	7.157812412	1.187888404	1.051486173	1.800249473	2.486917693	0	0	0.633307527	0	0.578082428	0.106151597	0.016137767	0	1.431357041	0.259902132	1.158233731	1.494462142	0	0	0	0.566052987	1.528030079	1.259569003	0	0.017383811	0.042189927	4.026855349	0	1.027319748	0.120863762	0.863615035	0.022746873	0.039361646	0.348216847	0.657838535	1.657293225	0.190653304	0.694582316	1.904676328	0	0.924688654	2.848752369	0.164329687	3.19009737	0	1.723159487	0	0	0	0.785812679	0	0.581219551	0	0.103160714	0	0	0.515461432	0.228710335	0.54675332	3.550417026	1.077541726	0	0	0	0	0	0.737594758	0.745468711	0.153492557	0	0.035399345	0.597497839	0	0	0	0	0	0.607942059	0.436826144	0	0	0.638534329	0	0	0	0	0.084811472	1.938265986	0	1.363017429	0.005827715	0	3.030769751	0	3.151578606	0.88400281	1.35133372	1.520776169	0	0.336088885	0	0	0	0.033994729	0.471950612	0	0	0	0	0	0	0.482938115	0.487230315	0	4.162268578	0.033845597	0	0.075383018	0	0	2.429596073	0	0	0	0	11.20531706	14.96038585	3.710801266	18.21727619	22.90046324	12.89341245	18.52078468	17.1088623	11.54829023	30.7422354
